#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	8.84, -15.37, -8.77 	6.55, -25.09, -3.89 	0.00, 30.00 	11,27,37,640		0.00,0.00	0,0 	0
0       	4.05, -16.93, -6.98 	8.50, -23.56, -5.52 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	-1.34, -19.06, -4.37 	5.67, -24.27, -3.24 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	-2.17, -19.13, -4.57 	-0.13, -26.59, 1.59 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	0.16, -17.08, -6.96 	-2.94, -27.42, 4.79 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	2.19, -15.27, -9.03 	-1.66, -27.91, 4.79 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	2.60, -14.87, -9.67 	0.54, -27.47, 3.47 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	1.71, -14.82, -9.81 	1.17, -27.18, 2.98 	0.00, 30.00 	11,27,37,640		inf,inf	0,0 	0
0       	0.97, -14.55, -9.79 	1.30, -27.08, 2.81 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	1.26, -14.40, -9.54 	1.41, -26.98, 2.69 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	1.26, -14.40, -9.54 	1.60, -26.57, 2.35 	0.00, 30.00 	11,27,37,641		-nan,inf	0,0 	0
0       	1.26, -14.40, -9.54 	2.56, -26.49, 1.48 	0.00, 30.00 	11,27,37,641		-nan,inf	0,0 	0
0       	-1.64, -14.78, -0.67 	2.56, -26.49, 1.48 	0.00, 30.00 	11,27,37,641		inf,-nan	0,0 	0
0       	-5.90, -1.18, 2.27 	3.94, -19.40, 1.68 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	-3.75, -6.83, -0.45 	3.33, -20.32, 2.94 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	4.90, -15.02, -6.74 	4.22, -22.23, 2.55 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	11.18, -16.13, -8.84 	4.98, -23.50, 1.68 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	16.35, -14.16, -10.13 	5.63, -24.21, 0.88 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	19.71, -12.31, -11.96 	5.87, -24.99, 0.12 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	19.52, -13.78, -12.12 	5.17, -25.96, 0.11 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	16.07, -18.55, -10.49 	3.72, -26.55, 2.26 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	12.94, -24.34, -9.14 	2.04, -26.13, 4.61 	0.00, 30.00 	11,27,37,641		inf,inf	0,0 	0
0       	13.77, -25.47, -8.19 	0.76, -25.50, 6.59 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	18.45, -23.80, -7.97 	2.14, -25.10, 6.44 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	24.54, -19.53, -9.19 	4.14, -24.91, 5.66 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	30.21, -11.93, -12.48 	4.74, -25.12, 5.34 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	31.30, -4.79, -15.39 	4.62, -25.44, 5.29 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	26.85, -11.92, -14.08 	4.60, -25.55, 5.15 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	21.30, -20.19, -11.90 	4.69, -25.60, 5.01 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	25.03, -12.69, -14.91 	4.67, -25.63, 4.74 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	36.97, 3.75, -19.97 	4.52, -25.70, 4.54 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	36.63, 20.21, -23.47 	4.69, -25.64, 4.37 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	1
0       	32.28, 15.75, -24.38 	4.67, -25.58, 4.24 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	23.92, 10.12, -27.55 	4.46, -25.82, 4.16 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	23.06, 20.08, -29.92 	4.83, -25.98, 3.88 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	23.46, 25.67, -27.90 	5.23, -26.13, 3.63 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	24.40, -8.86, -21.76 	5.41, -26.23, 3.61 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	30.17, -3.66, -18.64 	5.55, -26.23, 3.59 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	40.50, 31.46, -29.74 	5.58, -26.16, 3.63 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	1
0       	37.23, 47.66, -27.06 	5.63, -26.12, 3.66 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	42.47, 45.68, -21.88 	5.67, -25.98, 3.71 	0.00, 30.00 	11,27,37,642		inf,inf	0,0 	0
0       	45.35, 48.41, -18.83 	5.67, -25.98, 3.71 	0.00, 30.00 	11,27,37,643		inf,-nan	0,0 	0
0       	48.41, 25.67, -14.92 	9.34, -26.96, 0.69 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	36.56, -7.49, -14.10 	19.55, -26.37, -8.53 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	22.57, -22.45, -12.60 	32.22, 2.89, -20.43 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	11.60, -17.15, -10.09 	26.65, -24.64, -9.73 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	0.33, -18.08, -6.46 	15.91, -26.85, -1.12 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	2.57, -20.08, -9.62 	15.40, -25.74, -1.85 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	20.95, -14.16, -14.30 	15.78, -25.01, -1.90 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	30.49, -11.29, -13.20 	16.48, -24.43, -1.98 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	34.58, -4.27, -13.71 	17.34, -24.05, -1.80 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	38.98, 9.10, -18.38 	17.76, -23.33, -0.82 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	37.93, 8.11, -17.17 	16.69, -22.43, 1.56 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	37.69, 11.27, -18.83 	14.29, -21.62, 4.42 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	34.77, 30.61, -24.34 	12.98, -21.76, 5.77 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	1
0       	31.18, 30.32, -27.68 	13.04, -22.27, 5.77 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	25.25, 4.70, -22.86 	13.22, -22.64, 5.60 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	18.61, -14.34, -17.19 	13.33, -22.76, 5.50 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	14.30, -18.28, -16.29 	13.36, -22.71, 5.43 	0.00, 30.00 	11,27,37,643		inf,inf	0,0 	0
0       	13.47, -18.86, -16.04 	13.28, -22.63, 5.44 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	13.63, -18.82, -15.71 	13.05, -22.43, 5.55 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	13.68, -18.88, -15.40 	12.65, -22.28, 5.76 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	13.74, -18.83, -15.21 	12.10, -22.22, 6.22 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	13.97, -18.48, -15.19 	11.79, -22.32, 6.67 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.15, -18.07, -15.22 	12.31, -22.45, 6.86 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.30, -17.78, -15.24 	13.63, -22.27, 6.42 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.30, -17.78, -15.24 	14.76, -22.02, 5.70 	0.00, 30.00 	11,27,37,644		-nan,inf	0,0 	0
0       	14.30, -17.78, -15.24 	15.21, -20.72, 5.11 	0.00, 30.00 	11,27,37,644		-nan,inf	0,0 	0
0       	10.87, -29.07, -5.87 	15.21, -20.72, 5.11 	0.00, 30.00 	11,27,37,644		inf,-nan	0,0 	0
0       	-3.92, -30.24, 16.08 	14.78, -21.11, 4.72 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	8.00, -29.36, -6.17 	13.87, -20.85, 4.92 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.82, -22.39, -13.09 	12.88, -21.00, 5.23 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.06, -19.50, -15.54 	12.18, -21.34, 5.41 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	13.77, -18.88, -15.97 	11.76, -21.82, 5.47 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.37, -17.79, -16.68 	11.66, -22.10, 5.39 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	14.89, -16.70, -17.06 	11.82, -22.25, 5.26 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	15.02, -16.21, -17.15 	11.92, -22.32, 5.08 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	15.07, -16.07, -17.17 	11.91, -22.40, 4.96 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	15.20, -15.95, -17.16 	11.81, -22.47, 4.90 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	15.33, -15.64, -17.25 	11.76, -22.46, 4.86 	0.00, 30.00 	11,27,37,644		inf,inf	0,0 	0
0       	15.49, -15.37, -17.29 	11.66, -22.49, 4.85 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.60, -15.15, -17.35 	11.56, -22.53, 4.79 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.74, -14.96, -17.35 	11.57, -22.54, 4.76 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.80, -14.81, -17.40 	11.59, -22.51, 4.70 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.87, -14.74, -17.44 	11.59, -22.42, 4.65 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.88, -14.59, -17.49 	11.61, -22.28, 4.68 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.98, -14.12, -17.62 	11.60, -22.17, 4.68 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.26, -13.10, -17.86 	11.69, -21.99, 4.71 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.43, -12.34, -18.21 	11.81, -21.83, 4.72 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.29, -12.45, -18.41 	11.99, -21.78, 4.70 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.06, -13.01, -18.40 	12.08, -21.77, 4.67 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.92, -13.36, -18.32 	12.08, -21.76, 4.63 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.98, -13.36, -18.29 	12.06, -21.76, 4.65 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.14, -13.04, -18.31 	12.00, -21.75, 4.65 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.24, -12.50, -18.38 	11.94, -21.80, 4.63 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.39, -11.96, -18.43 	11.92, -21.83, 4.63 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.33, -11.68, -18.47 	11.86, -21.84, 4.63 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.20, -11.70, -18.45 	11.75, -21.87, 4.63 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.06, -11.75, -18.44 	11.49, -21.94, 4.65 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.94, -11.94, -18.40 	11.23, -22.07, 4.65 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.93, -11.95, -18.39 	10.94, -22.23, 4.69 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	15.98, -11.93, -18.36 	10.60, -22.45, 4.67 	0.00, 30.00 	11,27,37,645		inf,inf	0,0 	0
0       	16.10, -11.66, -18.35 	10.23, -22.74, 4.67 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.29, -11.14, -18.35 	9.98, -22.91, 4.64 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.41, -10.66, -18.34 	9.71, -23.00, 4.58 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.48, -10.23, -18.33 	9.60, -23.04, 4.51 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.49, -9.93, -18.29 	9.65, -23.11, 4.50 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.47, -9.65, -18.26 	9.69, -23.13, 4.47 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.46, -9.43, -18.21 	9.69, -23.15, 4.49 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.57, -9.12, -18.15 	9.78, -23.13, 4.50 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.78, -8.69, -18.07 	9.73, -23.16, 4.50 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	16.99, -8.25, -18.00 	9.75, -23.13, 4.54 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.07, -7.92, -17.88 	9.75, -23.10, 4.58 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.18, -7.58, -17.71 	9.77, -23.05, 4.61 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.18, -7.20, -17.56 	9.76, -23.05, 4.65 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.21, -6.71, -17.48 	9.75, -23.04, 4.63 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.25, -6.11, -17.43 	9.80, -23.01, 4.63 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.24, -5.61, -17.37 	9.87, -23.07, 4.58 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.24, -5.22, -17.30 	9.91, -23.02, 4.59 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.23, -4.99, -17.19 	9.88, -23.03, 4.58 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.25, -4.66, -17.12 	9.93, -22.94, 4.62 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
0       	17.27, -4.18, -16.97 	9.92, -22.88, 4.67 	0.00, 30.00 	11,27,37,646		inf,inf	0,0 	0
