#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

16      	-24.07, -21.66, -6.36 	0.03, -0.13, -6.49 	0.00, 30.00 	10,46,52,401		0.00,0.00	0,0 	0
24      	-24.08, -21.67, -6.36 	0.03, -0.12, -6.50 	0.00, 30.00 	10,46,52,411		1.87,1.39	0,0 	0
33      	-24.08, -21.66, -6.36 	0.02, -0.11, -6.50 	0.00, 30.00 	10,46,52,421		1.24,1.64	0,0 	0
41      	-24.08, -21.67, -6.36 	0.02, -0.11, -6.50 	0.00, 30.00 	10,46,52,430		1.40,0.00	0,0 	0
50      	-24.11, -21.65, -6.36 	0.03, -0.10, -6.50 	0.00, 30.00 	10,46,52,440		4.17,1.67	0,0 	0
59      	-24.06, -21.64, -6.36 	0.02, -0.10, -6.50 	0.00, 30.00 	10,46,52,450		5.55,1.10	0,0 	0
67      	-24.06, -21.64, -6.35 	0.01, -0.10, -6.50 	0.00, 30.00 	10,46,52,459		0.00,1.24	0,0 	0
76      	-24.06, -21.64, -6.35 	0.01, -0.10, -6.50 	0.00, 30.00 	10,46,52,469		0.00,0.00	0,0 	0
86      	-24.09, -21.65, -6.35 	0.03, -0.10, -6.49 	0.00, 30.00 	10,46,52,480		3.00,1.99	0,0 	0
93      	-24.08, -21.63, -6.35 	0.02, -0.10, -6.50 	0.00, 30.00 	10,46,52,488		2.13,1.42	0,0 	0
102     	-24.07, -21.61, -6.35 	0.02, -0.10, -6.50 	0.00, 30.00 	10,46,52,498		2.71,0.00	0,0 	0
112     	-24.07, -21.61, -6.35 	0.03, -0.10, -6.50 	0.00, 30.00 	10,46,52,509		0.00,0.99	0,0 	0
119     	-24.06, -21.64, -6.36 	0.03, -0.09, -6.50 	0.00, 30.00 	10,46,52,517		5.00,1.59	0,0 	0
128     	-24.07, -21.67, -6.36 	0.03, -0.09, -6.50 	0.00, 30.00 	10,46,52,527		2.71,0.00	0,0 	0
137     	-24.03, -21.68, -6.35 	0.02, -0.10, -6.50 	0.00, 30.00 	10,46,52,537		4.62,1.67	0,0 	0
145     	-24.04, -21.64, -6.36 	0.00, -0.10, -6.50 	0.00, 30.00 	10,46,52,546		4.38,2.49	0,0 	0
154     	-24.03, -21.62, -6.35 	0.00, -0.10, -6.50 	0.00, 30.00 	10,46,52,556		2.71,0.00	0,0 	0
163     	-24.04, -21.64, -6.35 	0.00, -0.11, -6.50 	0.00, 30.00 	10,46,52,566		2.71,1.24	0,0 	0
171     	-24.04, -21.64, -6.35 	0.00, -0.10, -6.50 	0.00, 30.00 	10,46,52,575		0.00,1.39	0,0 	0
180     	-24.06, -21.64, -6.34 	0.00, -0.10, -6.50 	0.00, 30.00 	10,46,52,585		2.22,0.00	0,0 	0
189     	-24.04, -21.64, -6.35 	0.00, -0.07, -6.50 	0.00, 30.00 	10,46,52,595		2.22,2.47	0,0 	0
198     	-24.04, -21.63, -6.37 	0.00, -0.10, -6.50 	0.00, 30.00 	10,46,52,605		1.24,2.47	0,0 	0
206     	-24.04, -21.63, -6.37 	0.00, -0.07, -6.50 	0.00, 30.00 	10,46,52,614		0.00,2.78	0,0 	0
215     	-23.97, -21.66, -6.37 	0.01, -0.09, -6.50 	0.00, 30.00 	10,46,52,624		8.18,1.64	0,0 	0
224     	-23.97, -21.64, -6.38 	-0.01, -0.09, -6.49 	0.00, 30.00 	10,46,52,634		1.24,2.21	0,0 	0
232     	-23.96, -21.64, -6.38 	-0.01, -0.07, -6.50 	0.00, 30.00 	10,46,52,643		1.25,1.39	0,0 	0
241     	-23.96, -21.64, -6.38 	-0.03, -0.09, -6.49 	0.00, 30.00 	10,46,52,653		0.00,2.55	0,0 	0
250     	-23.97, -21.62, -6.37 	-0.02, -0.09, -6.50 	0.00, 30.00 	10,46,52,663		2.73,1.10	0,0 	0
258     	-23.97, -21.64, -6.36 	-0.02, -0.09, -6.49 	0.00, 30.00 	10,46,52,672		2.79,0.00	0,0 	0
267     	-23.98, -21.64, -6.36 	-0.02, -0.10, -6.48 	0.00, 30.00 	10,46,52,682		1.11,1.24	0,0 	0
277     	-23.98, -21.63, -6.36 	-0.01, -0.09, -6.49 	0.00, 30.00 	10,46,52,693		1.12,1.50	0,0 	0
284     	-23.97, -21.61, -6.36 	0.00, -0.07, -6.48 	0.00, 30.00 	10,46,52,701		3.49,2.15	0,0 	0
293     	-23.97, -21.60, -6.36 	-0.01, -0.07, -6.48 	0.00, 30.00 	10,46,52,711		1.24,1.10	0,0 	0
