#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

16      	25.47, -17.53, -10.54 	-0.40, 0.59, -6.44 	0.00, 20.00 	11,1,30,648		0.00,0.00	0,0 	0
22      	25.44, -17.54, -10.54 	-0.41, 0.58, -6.44 	0.00, 20.00 	11,1,30,658		5.34,2.47	0,0 	0
30      	25.41, -17.54, -10.53 	-0.42, 0.59, -6.43 	0.00, 20.00 	11,1,30,667		3.76,1.89	0,0 	0
39      	25.48, -17.57, -10.52 	-0.43, 0.60, -6.43 	0.00, 20.00 	11,1,30,677		7.16,1.68	0,0 	0
49      	25.45, -17.58, -10.52 	-0.45, 0.61, -6.45 	0.00, 20.00 	11,1,30,688		3.20,2.32	0,0 	0
56      	25.44, -17.57, -10.53 	-0.44, 0.59, -6.44 	0.00, 20.00 	11,1,30,696		2.16,3.52	0,0 	0
65      	25.44, -17.57, -10.54 	-0.41, 0.60, -6.44 	0.00, 20.00 	11,1,30,706		0.00,3.55	0,0 	0
74      	25.45, -17.57, -10.56 	-0.42, 0.58, -6.43 	0.00, 20.00 	11,1,30,716		1.11,2.69	0,0 	0
82      	25.47, -17.57, -10.56 	-0.43, 0.60, -6.42 	0.00, 20.00 	11,1,30,725		2.51,3.08	0,0 	0
91      	25.41, -17.58, -10.56 	-0.44, 0.60, -6.42 	0.00, 20.00 	11,1,30,735		6.80,1.12	0,0 	0
100     	25.39, -17.60, -10.55 	-0.43, 0.61, -6.42 	0.00, 20.00 	11,1,30,745		3.33,1.65	0,0 	0
108     	25.41, -17.59, -10.57 	-0.45, 0.61, -6.42 	0.00, 20.00 	11,1,30,754		2.86,2.51	0,0 	0
117     	25.43, -17.62, -10.57 	-0.45, 0.61, -6.42 	0.00, 20.00 	11,1,30,764		4.37,0.00	0,0 	0
126     	25.42, -17.61, -10.58 	-0.45, 0.61, -6.42 	0.00, 20.00 	11,1,30,774		1.68,0.00	0,0 	0
134     	25.42, -17.61, -10.58 	-0.45, 0.61, -6.42 	0.00, 20.00 	11,1,30,783		0.00,0.00	0,0 	0
143     	25.43, -17.59, -10.59 	-0.45, 0.62, -6.44 	0.00, 20.00 	11,1,30,793		2.72,1.24	0,0 	0
152     	25.42, -17.59, -10.59 	-0.45, 0.62, -6.44 	0.00, 20.00 	11,1,30,803		1.12,0.00	0,0 	0
160     	25.45, -17.60, -10.60 	-0.46, 0.61, -6.43 	0.00, 20.00 	11,1,30,812		4.03,1.86	0,0 	0
169     	25.48, -17.60, -10.60 	-0.47, 0.60, -6.42 	0.00, 20.00 	11,1,30,822		3.35,1.65	0,0 	0
178     	25.45, -17.60, -10.60 	-0.47, 0.61, -6.42 	0.00, 20.00 	11,1,30,832		3.35,1.24	0,0 	0
186     	25.47, -17.61, -10.60 	-0.47, 0.61, -6.42 	0.00, 20.00 	11,1,30,841		2.89,0.00	0,0 	0
195     	25.44, -17.63, -10.59 	-0.44, 0.62, -6.43 	0.00, 20.00 	11,1,30,851		4.16,3.55	0,0 	0
204     	25.44, -17.63, -10.59 	-0.45, 0.62, -6.43 	0.00, 20.00 	11,1,30,861		0.00,1.12	0,0 	0
213     	25.44, -17.63, -10.59 	-0.44, 0.61, -6.43 	0.00, 20.00 	11,1,30,871		0.00,1.68	0,0 	0
221     	25.44, -17.63, -10.60 	-0.44, 0.61, -6.43 	0.00, 20.00 	11,1,30,880		0.00,0.00	0,0 	0
230     	25.44, -17.65, -10.60 	-0.45, 0.61, -6.43 	0.00, 20.00 	11,1,30,890		1.25,1.12	0,0 	0
