#Trial 	Target Position Movement Time Error Hit Hand MT1 Feedback
#================================================================
1     	0.00, 10.00 	1962 	0.29 	1 	1 	954 	0 	1200
2     	6.43, 7.66 	1042 	0.48 	1 	1 	36 	0 	1200
3     	-19.28, 22.98 	9926 	1.00 	1 	1 	8919 	0 	1200
4     	-6.43, 7.66 	1072 	0.91 	1 	1 	72 	0 	1200
5     	12.86, 15.32 	1052 	0.74 	1 	1 	36 	0 	1200
6     	-12.86, 15.32 	1285 	1.29 	1 	1 	270 	0 	1200
7     	10.26, 28.19 	1187 	0.44 	1 	1 	180 	0 	1200
8     	-3.42, 9.40 	1313 	1.10 	1 	1 	306 	0 	1200
9     	-10.26, 28.19 	1196 	0.65 	1 	1 	189 	0 	1200
10    	-6.84, 18.79 	1106 	0.69 	1 	1 	99 	0 	1200
11    	3.42, 9.40 	1097 	0.56 	1 	1 	90 	0 	1200
12    	0.00, 20.00 	1107 	0.65 	1 	1 	99 	0 	1200
13    	19.28, 22.98 	2186 	0.21 	1 	1 	1179 	0 	1200
14    	0.00, 30.00 	1411 	0.45 	1 	1 	405 	0 	1200
15    	6.84, 18.79 	1107 	0.59 	1 	1 	99 	0 	1200
16    	12.86, 15.32 	1250 	0.74 	1 	1 	243 	0 	1200
17    	-3.42, 9.40 	1025 	0.75 	1 	1 	9 	0 	1200
18    	3.42, 9.40 	1007 	0.73 	1 	1 	-9 	0 	1200
19    	6.84, 18.79 	1106 	0.29 	1 	1 	99 	0 	1200
20    	-19.28, 22.98 	1367 	1.39 	1 	1 	360 	0 	1200
21    	19.28, 22.98 	1223 	1.13 	1 	1 	216 	0 	1200
22    	0.00, 20.00 	1186 	0.79 	1 	1 	180 	0 	1200
23    	-10.26, 28.19 	1349 	0.94 	1 	1 	342 	0 	1200
24    	-6.84, 18.79 	1106 	0.67 	1 	1 	99 	0 	1200
25    	0.00, 10.00 	1007 	0.08 	1 	1 	0 	0 	1200
26    	6.43, 7.66 	1061 	0.69 	1 	1 	45 	0 	1200
27    	-6.43, 7.66 	1070 	0.77 	1 	1 	63 	0 	1200
28    	-12.86, 15.32 	1061 	0.75 	1 	1 	54 	0 	1200
29    	10.26, 28.19 	1394 	0.17 	1 	1 	387 	0 	1200
30    	0.00, 30.00 	1340 	0.48 	1 	1 	324 	0 	1200
31    	3.42, 9.40 	1826 	0.44 	1 	1 	819 	0 	1200
32    	0.00, 30.00 	1430 	0.33 	1 	1 	423 	0 	1200
33    	0.00, 20.00 	1096 	0.23 	1 	1 	90 	0 	1200
34    	0.00, 10.00 	1124 	0.23 	1 	1 	117 	0 	1200
35    	6.43, 7.66 	1294 	0.60 	1 	1 	288 	0 	1200
36    	19.28, 22.98 	1250 	0.51 	1 	1 	243 	0 	1200
37    	6.84, 18.79 	1268 	0.76 	1 	1 	261 	0 	1200
38    	0.00, 20.00 	1007 	0.96 	1 	1 	0 	0 	1200
39    	19.28, 22.98 	1304 	0.81 	1 	1 	297 	0 	1200
40    	0.00, 30.00 	1330 	0.90 	1 	1 	324 	0 	1200
41    	12.86, 15.32 	1313 	1.06 	1 	1 	306 	0 	1200
42    	0.00, 10.00 	1043 	0.76 	1 	1 	36 	0 	1200
43    	10.26, 28.19 	1285 	0.70 	1 	1 	279 	0 	1200
44    	6.43, 7.66 	1007 	0.48 	1 	1 	0 	0 	1200
45    	3.42, 9.40 	1008 	0.43 	1 	1 	0 	0 	1200
