#Time 	Sensor1         	Sensor2         	Target         
#================================================================

16      	-0.46, -15.59 	-92.73, 354.01 	-25.87, -5.75
32      	-0.47, -15.63 	-1.80, -16.09 	-25.87, -5.75
47      	-0.49, -15.67 	-1.80, -16.05 	-25.87, -5.75
63      	-0.48, -15.59 	-1.80, -16.06 	-25.87, -5.75
78      	-0.47, -15.59 	-1.79, -16.01 	-25.87, -5.75
94      	-0.47, -15.63 	-1.79, -16.01 	-25.87, -5.75
172     	-0.46, -15.75 	-1.79, -16.14 	-25.87, -5.75
187     	-0.49, -15.84 	-1.79, -15.97 	-25.87, -5.75
202     	-0.48, -15.76 	-92.66, 354.03 	-25.87, -5.75
217     	-0.47, -15.75 	-1.81, -16.01 	-25.87, -5.75
232     	-0.49, -15.76 	-1.80, -16.01 	-25.87, -5.75
313     	-0.48, -15.75 	-1.79, -15.97 	-25.87, -5.75
329     	-0.47, -15.79 	-1.79, -16.01 	-25.87, -5.75
344     	-0.48, -15.67 	-1.78, -15.90 	-25.87, -5.75
360     	-0.48, -15.59 	-1.78, -15.97 	-25.87, -5.75
439     	-0.50, -15.63 	-92.57, 354.08 	-25.87, -5.75
454     	-0.50, -15.63 	-1.79, -15.90 	-25.87, -5.75
469     	-0.50, -15.63 	-1.81, -15.86 	-25.87, -5.75
484     	-0.49, -15.67 	-1.82, -15.94 	-25.87, -5.75
499     	-0.49, -15.75 	-1.81, -15.90 	-25.87, -5.75
579     	-0.48, -15.75 	-1.80, -15.79 	-25.87, -5.75
611     	-0.48, -15.63 	-92.56, 354.13 	-25.87, -5.75
630     	-0.48, -15.66 	-1.81, -15.87 	-25.87, -5.75
645     	-0.48, -15.66 	-1.81, -15.87 	-25.87, -5.75
660     	-0.48, -15.66 	-1.81, -15.87 	-25.87, -5.75
675     	-0.47, -15.62 	-1.79, -15.87 	-25.87, -5.75
762     	-0.48, -15.70 	-1.79, -15.86 	-25.87, -5.75
781     	-0.47, -15.78 	-1.79, -15.86 	-25.87, -5.75
800     	-0.48, -15.66 	-1.79, -15.94 	-25.87, -5.75
818     	-0.47, -15.69 	-1.79, -15.90 	-25.87, -5.75
837     	-0.47, -15.78 	-1.78, -15.94 	-25.87, -5.75
917     	-0.48, -15.66 	-1.79, -15.82 	-25.87, -5.75
936     	-0.48, -15.66 	-1.81, -15.93 	-25.87, -5.75
956     	-0.48, -15.66 	-1.81, -15.86 	-25.87, -5.75
975     	-0.48, -15.66 	-1.81, -15.90 	-25.87, -5.75
994     	-0.48, -15.74 	-1.81, -15.90 	-25.87, -5.75
1014    	-0.48, -15.70 	-1.81, -15.90 	-25.87, -5.75
1095    	-0.48, -15.70 	-1.81, -15.86 	-25.87, -5.75
1114    	-0.47, -15.78 	-1.80, -15.97 	-25.87, -5.75
1134    	-0.48, -15.82 	-1.80, -15.97 	-25.87, -5.75
1153    	-0.48, -15.82 	-1.81, -16.05 	-25.87, -5.75
1172    	-0.48, -15.82 	-1.81, -16.05 	-25.87, -5.75
1192    	-0.47, -15.86 	-1.81, -16.05 	-25.87, -5.75
1297    	-0.48, -15.73 	-1.80, -16.02 	-25.87, -5.75
1316    	-0.48, -15.73 	-1.80, -16.02 	-25.87, -5.75
1333    	-0.48, -15.74 	-1.80, -16.02 	-25.87, -5.75
1361    	-0.47, -15.82 	-1.80, -16.02 	-25.87, -5.75
1387    	-0.47, -15.62 	-1.80, -16.02 	-25.87, -5.75
1404    	-0.47, -15.70 	-1.81, -16.05 	-25.87, -5.75
1425    	-0.47, -15.74 	-1.79, -16.06 	-25.87, -5.75
1478    	-0.46, -15.78 	-1.81, -16.05 	-25.87, -5.75
1495    	-0.48, -15.79 	-1.78, -15.98 	-25.87, -5.75
1517    	-0.48, -15.79 	-1.81, -16.02 	-25.87, -5.75
1539    	-0.47, -15.71 	-1.78, -16.10 	-25.87, -5.75
1573    	-0.48, -15.63 	-1.78, -16.10 	-25.87, -5.75
1629    	-0.49, -15.71 	-1.80, -16.06 	-25.87, -5.75
1646    	-0.49, -15.71 	-1.80, -16.14 	-25.87, -5.75
1668    	-0.50, -15.75 	-1.79, -16.06 	-25.87, -5.75
