#Time 	Sensor1         	Sensor2         	Target         
#================================================================

15      	0.55, -16.44 	46.48, 604.41 	-12.20, -0.55
31      	0.54, -16.45 	-34.46, 142.09 	-12.20, -0.55
47      	0.53, -16.53 	-34.47, 142.37 	-12.20, -0.55
63      	0.53, -16.57 	-34.50, 142.03 	-12.20, -0.55
79      	0.53, -16.57 	-34.41, 141.95 	-12.20, -0.55
94      	0.53, -16.53 	-34.45, 141.88 	-12.20, -0.55
110     	0.54, -16.49 	-34.45, 141.88 	-12.20, -0.55
192     	0.55, -16.54 	-34.38, 141.91 	-12.20, -0.55
208     	0.54, -16.41 	-34.39, 141.69 	-12.20, -0.55
224     	0.53, -16.45 	-34.35, 141.76 	-12.20, -0.55
240     	0.53, -16.53 	-34.35, 141.72 	-12.20, -0.55
341     	0.53, -16.38 	-34.41, 141.97 	-12.20, -0.55
357     	0.54, -16.42 	-34.40, 141.90 	-12.20, -0.55
373     	0.55, -16.35 	-34.40, 141.85 	-12.20, -0.55
389     	0.52, -16.45 	-34.40, 142.01 	-12.20, -0.55
405     	0.56, -16.70 	-34.38, 141.79 	-12.20, -0.55
421     	0.55, -16.50 	-34.43, 141.99 	-12.20, -0.55
436     	0.50, -16.38 	-34.40, 141.77 	-12.20, -0.55
519     	0.53, -16.41 	-34.31, 136.27 	-12.20, -0.55
535     	0.53, -16.41 	-34.28, 136.24 	-12.20, -0.55
551     	0.54, -16.45 	-34.27, 136.10 	-12.20, -0.55
614     	0.54, -16.38 	-34.24, 136.40 	-12.20, -0.55
630     	0.54, -16.41 	-34.21, 136.36 	-12.20, -0.55
645     	0.54, -16.41 	-34.26, 136.27 	-12.20, -0.55
660     	0.53, -16.49 	-34.42, 141.52 	-12.20, -0.55
676     	0.54, -16.41 	-34.26, 136.20 	-12.20, -0.55
756     	0.62, -16.24 	-34.32, 136.19 	-12.20, -0.55
772     	0.61, -16.34 	-34.29, 136.18 	-12.20, -0.55
788     	0.61, -16.29 	-34.32, 136.11 	-12.20, -0.55
804     	0.62, -16.38 	-34.32, 136.12 	-12.20, -0.55
882     	0.63, -16.43 	-34.45, 141.72 	-12.20, -0.55
897     	0.62, -16.31 	-34.45, 141.73 	-12.20, -0.55
912     	0.58, -16.37 	46.49, 604.31 	-12.20, -0.55
927     	0.63, -16.32 	-34.45, 141.88 	-12.20, -0.55
942     	0.59, -16.38 	-34.47, 142.05 	-12.20, -0.55
1022    	0.58, -15.99 	-34.52, 141.54 	-12.20, -0.55
1038    	0.58, -16.10 	-34.53, 141.67 	-12.20, -0.55
1054    	0.59, -16.11 	-34.53, 141.88 	-12.20, -0.55
1070    	0.56, -15.71 	-34.51, 141.75 	-12.20, -0.55
1147    	0.55, -15.89 	-34.43, 141.72 	-12.20, -0.55
1162    	0.56, -15.85 	-34.44, 141.72 	-12.20, -0.55
1177    	0.57, -15.97 	-34.44, 141.73 	-12.20, -0.55
1192    	0.54, -15.82 	-34.38, 141.77 	-12.20, -0.55
1207    	0.54, -15.97 	-34.38, 141.78 	-12.20, -0.55
1287    	0.58, -16.37 	-34.36, 142.07 	-12.20, -0.55
1303    	0.56, -16.37 	-34.42, 141.98 	-12.20, -0.55
1319    	0.53, -16.13 	-34.40, 141.74 	-12.20, -0.55
1335    	0.54, -16.09 	-34.40, 141.94 	-12.20, -0.55
1413    	0.67, -15.87 	-34.29, 136.35 	-12.20, -0.55
1428    	0.69, -15.87 	-34.45, 141.42 	-12.20, -0.55
1443    	0.70, -15.82 	46.41, 604.75 	-12.20, -0.55
1459    	0.73, -15.98 	-34.23, 136.28 	-12.20, -0.55
1474    	0.78, -16.02 	-34.28, 136.13 	-12.20, -0.55
1553    	0.93, -16.10 	-34.21, 136.03 	-12.20, -0.55
1569    	0.96, -16.06 	-34.23, 136.25 	-12.20, -0.55
1585    	0.97, -16.07 	46.44, 604.88 	-12.20, -0.55
1601    	1.05, -16.08 	-34.42, 141.57 	-12.20, -0.55
1679    	2.52, -16.27 	-34.47, 141.77 	-12.20, -0.55
1694    	2.66, -16.16 	-34.46, 141.71 	-12.20, -0.55
1709    	2.67, -16.08 	-34.46, 141.71 	-12.20, -0.55
1724    	2.74, -16.28 	-34.51, 141.59 	-12.20, -0.55
