#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-0.71, 0.13, -7.19 	21.20, -21.75, -9.15 	0.00, 10.00 	12,55,49,578		0.00,0.00	0,0 	0
0       	-0.68, 0.14, -7.18 	21.16, -21.74, -9.15 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.74, 0.12, -7.18 	21.16, -21.74, -9.15 	0.00, 10.00 	12,55,49,578		inf,-nan	0,0 	0
0       	-0.71, 0.14, -7.20 	21.21, -21.76, -9.14 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.72, 0.16, -7.20 	21.20, -21.73, -9.18 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.77, 0.15, -7.20 	21.18, -21.73, -9.18 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.71, 0.13, -7.19 	21.21, -21.73, -9.16 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.70, 0.11, -7.19 	21.22, -21.76, -9.14 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.67, 0.11, -7.19 	21.20, -21.80, -9.09 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.65, 0.11, -7.19 	21.22, -21.81, -9.07 	0.00, 10.00 	12,55,49,578		inf,inf	0,0 	0
0       	-0.73, 0.12, -7.19 	21.23, -21.83, -9.04 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.73, 0.12, -7.19 	21.23, -21.82, -9.04 	0.00, 10.00 	12,55,49,579		-nan,inf	0,0 	0
0       	-0.71, 0.13, -7.21 	21.21, -21.83, -9.02 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.70, 0.12, -7.20 	21.20, -21.84, -9.04 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.66, 0.13, -7.20 	21.23, -21.86, -9.03 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.68, 0.13, -7.20 	21.22, -21.86, -9.01 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.65, 0.14, -7.21 	21.22, -21.89, -9.01 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.64, 0.13, -7.19 	21.25, -21.88, -9.00 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.64, 0.13, -7.19 	21.26, -21.87, -8.98 	0.00, 10.00 	12,55,49,579		-nan,inf	0,0 	0
0       	-0.64, 0.13, -7.19 	21.33, -21.85, -9.00 	0.00, 10.00 	12,55,49,579		-nan,inf	0,0 	0
0       	-0.63, 0.14, -7.19 	21.34, -21.84, -8.99 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.64, 0.12, -7.18 	21.36, -21.81, -8.99 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.69, 0.11, -7.19 	21.38, -21.80, -8.99 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.67, 0.10, -7.19 	21.36, -21.81, -8.99 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.70, 0.09, -7.19 	21.37, -21.78, -9.01 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.70, 0.10, -7.19 	21.36, -21.81, -9.03 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.21 	21.44, -21.78, -9.01 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.70, 0.10, -7.21 	21.44, -21.74, -9.04 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.68, 0.10, -7.21 	21.45, -21.73, -9.02 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.21 	21.45, -21.76, -9.02 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.71, 0.10, -7.21 	21.52, -21.74, -9.02 	0.00, 10.00 	12,55,49,579		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.21 	21.49, -21.76, -9.00 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.20 	21.50, -21.77, -8.99 	0.00, 10.00 	12,55,49,580		-nan,inf	0,0 	0
0       	-0.76, 0.09, -7.20 	21.43, -21.78, -9.01 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.74, 0.09, -7.20 	21.45, -21.80, -9.01 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.09, -7.20 	21.49, -21.79, -9.01 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.73, 0.09, -7.20 	21.46, -21.74, -9.02 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.09, -7.20 	21.55, -21.75, -9.03 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.73, 0.11, -7.21 	21.57, -21.75, -9.03 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.73, 0.11, -7.21 	21.57, -21.73, -9.02 	0.00, 10.00 	12,55,49,580		-nan,inf	0,0 	0
0       	-0.73, 0.12, -7.22 	21.53, -21.74, -8.98 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.76, 0.12, -7.22 	21.56, -21.78, -8.96 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.75, 0.10, -7.20 	21.56, -21.77, -8.97 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.73, 0.11, -7.21 	21.49, -21.79, -9.00 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.20 	21.48, -21.79, -8.96 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.70, 0.10, -7.20 	21.45, -21.81, -8.96 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.71, 0.11, -7.20 	21.46, -21.80, -8.98 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.09, -7.19 	21.44, -21.78, -8.99 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.70, 0.09, -7.19 	21.56, -21.73, -8.98 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.10, -7.19 	21.55, -21.75, -9.00 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.76, 0.09, -7.19 	21.56, -21.73, -9.00 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.72, 0.08, -7.19 	21.57, -21.75, -8.98 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.75, 0.08, -7.19 	21.57, -21.80, -8.95 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.80, 0.05, -7.17 	21.57, -21.79, -8.94 	0.00, 10.00 	12,55,49,580		inf,inf	0,0 	0
0       	-0.77, 0.04, -7.17 	21.59, -21.82, -8.94 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.78, 0.03, -7.17 	21.58, -21.82, -8.96 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.77, 0.04, -7.17 	21.52, -21.83, -8.98 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.75, 0.05, -7.17 	21.51, -21.84, -8.96 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.74, 0.04, -7.17 	21.54, -21.84, -8.95 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.74, 0.04, -7.17 	21.56, -21.86, -8.95 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.05, -7.19 	21.56, -21.86, -8.95 	0.00, 10.00 	12,55,49,581		inf,-nan	0,0 	0
0       	-0.74, 0.05, -7.19 	21.61, -21.86, -8.93 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.05, -7.19 	21.67, -21.82, -8.93 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.04, -7.18 	21.64, -21.82, -8.94 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.74, 0.04, -7.18 	21.58, -21.83, -8.94 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.04, -7.18 	21.56, -21.82, -8.93 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.04, -7.17 	21.51, -21.84, -8.92 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.04, -7.18 	21.47, -21.84, -8.93 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.74, 0.04, -7.18 	21.52, -21.84, -8.95 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.73, 0.06, -7.19 	21.53, -21.83, -8.95 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.75, 0.06, -7.19 	21.51, -21.82, -8.96 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.72, 0.05, -7.18 	21.57, -21.79, -8.93 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.72, 0.05, -7.18 	21.61, -21.77, -8.95 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.72, 0.05, -7.18 	21.57, -21.75, -8.97 	0.00, 10.00 	12,55,49,581		-nan,inf	0,0 	0
0       	-0.76, 0.05, -7.18 	21.55, -21.75, -8.96 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.77, 0.05, -7.19 	21.54, -21.75, -8.98 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.75, 0.04, -7.19 	21.55, -21.77, -8.98 	0.00, 10.00 	12,55,49,581		inf,inf	0,0 	0
0       	-0.75, 0.04, -7.19 	21.56, -21.77, -8.98 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.77, 0.04, -7.19 	21.49, -21.79, -9.00 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.75, 0.03, -7.18 	21.54, -21.80, -9.01 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.76, 0.03, -7.18 	21.62, -21.72, -9.02 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.75, 0.03, -7.17 	21.64, -21.73, -9.00 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.73, 0.03, -7.18 	21.64, -21.76, -8.97 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.71, 0.03, -7.18 	21.65, -21.76, -8.96 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.72, 0.05, -7.17 	21.58, -21.77, -8.96 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.71, 0.04, -7.17 	21.55, -21.81, -8.93 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.76, 0.04, -7.17 	21.54, -21.81, -8.95 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.78, 0.02, -7.17 	21.54, -21.80, -8.95 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.78, 0.03, -7.18 	21.55, -21.79, -8.96 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.75, 0.04, -7.19 	21.61, -21.76, -8.96 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.76, 0.04, -7.19 	21.63, -21.74, -9.00 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.76, 0.04, -7.19 	21.72, -21.73, -8.98 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.76, 0.04, -7.19 	21.72, -21.74, -8.98 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.76, 0.04, -7.19 	21.72, -21.72, -8.96 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.78, 0.05, -7.19 	21.63, -21.73, -8.96 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.78, 0.05, -7.19 	21.62, -21.73, -8.96 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.84, 0.03, -7.18 	21.60, -21.71, -9.00 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.82, 0.01, -7.18 	21.62, -21.72, -9.00 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.82, 0.01, -7.18 	21.62, -21.74, -9.00 	0.00, 10.00 	12,55,49,582		-nan,inf	0,0 	0
0       	-0.75, 0.04, -7.19 	21.65, -21.75, -9.03 	0.00, 10.00 	12,55,49,582		inf,inf	0,0 	0
0       	-0.75, 0.03, -7.19 	21.65, -21.72, -9.03 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.75, 0.03, -7.20 	21.64, -21.72, -9.03 	0.00, 10.00 	12,55,49,583		-nan,inf	0,0 	0
0       	-0.72, 0.02, -7.18 	21.69, -21.69, -9.05 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.74, 0.02, -7.18 	21.71, -21.70, -9.01 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.78, 0.01, -7.18 	21.67, -21.67, -9.03 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.78, 0.01, -7.18 	21.66, -21.68, -9.02 	0.00, 10.00 	12,55,49,583		-nan,inf	0,0 	0
0       	-0.79, 0.01, -7.18 	21.65, -21.68, -9.04 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.81, 0.01, -7.18 	21.66, -21.67, -9.04 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.78, -0.01, -7.18 	21.62, -21.67, -9.05 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.78, 0.00, -7.18 	21.63, -21.66, -9.07 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.71, 0.02, -7.18 	21.68, -21.68, -9.07 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.73, 0.03, -7.18 	21.72, -21.65, -9.07 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.73, 0.03, -7.18 	21.70, -21.64, -9.07 	0.00, 10.00 	12,55,49,583		-nan,inf	0,0 	0
0       	-0.75, 0.03, -7.18 	21.73, -21.63, -9.05 	0.00, 10.00 	12,55,49,583		inf,inf	0,0 	0
0       	-0.75, 0.03, -7.18 	21.73, -21.64, -9.03 	0.00, 10.00 	12,55,49,583		-nan,inf	0,0 	0
