#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-8.15, -6.38, -6.50 	28.16, -8.80, -12.84 	0.00, 30.00 	13,27,55,614		0.00,0.00	0,0 	0
0       	-8.14, -6.36, -6.51 	28.17, -9.53, -12.79 	0.00, 30.00 	13,27,55,614		inf,inf	0,0 	0
0       	-8.10, -6.36, -6.50 	28.14, -10.13, -12.77 	0.00, 30.00 	13,27,55,614		inf,inf	0,0 	0
0       	-8.10, -6.39, -6.50 	28.26, -10.51, -12.73 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.04, -6.43, -6.50 	28.51, -10.87, -12.67 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.10, -6.48, -6.48 	28.62, -11.27, -12.71 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.20, -6.49, -6.47 	28.61, -11.81, -12.69 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.18, -6.50, -6.50 	28.52, -12.50, -12.52 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.25, -6.39, -6.55 	28.10, -13.27, -12.23 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.21, -6.32, -6.59 	27.64, -14.01, -11.97 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.12, -6.38, -6.58 	27.18, -14.46, -11.90 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-8.04, -6.38, -6.59 	26.88, -14.71, -11.90 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-7.95, -6.39, -6.58 	26.79, -14.73, -11.91 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-7.93, -6.46, -6.56 	26.85, -14.62, -11.93 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-7.86, -6.58, -6.51 	26.92, -14.53, -11.89 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-7.56, -6.58, -6.57 	27.04, -14.52, -11.88 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-6.93, -6.51, -6.80 	27.16, -14.69, -11.84 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-6.32, -6.38, -7.08 	27.18, -14.81, -11.82 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-6.20, -6.41, -7.15 	27.19, -14.90, -11.78 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
0       	-6.32, -6.48, -7.13 	27.23, -15.04, -11.76 	0.00, 30.00 	13,27,55,615		inf,inf	0,0 	0
